Shelfmark,Title,Dates,Language,Links
IOR/V/24/3878,"Hyderabad Assigned Districts. Medical Department: Report of the Sanitary Commissioner of the Hyderabad Assigned Districts, 1878-1880",1878-1880,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079568172.0x000001
IOR/V/24/3879,"Hyderabad Assigned Districts. Medical Department: Report of the Sanitary Commissioner of the Hyderabad Assigned Districts, 1881-1883",1881-1883,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079568261.0x000001
IOR/V/24/3881,"Hyderabad Assigned Districts. Medical Department: Report of the Sanitary Commissioner of the Hyderabad Assigned Districts, 1887-1890",1887-1890,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079568489.0x000001
IOR/V/24/3882,"Hyderabad Assigned Districts. Medical Department: Report of the Sanitary Commissioner of the Hyderabad Assigned Districts, 1891-1902",1891-1902,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079568627.0x000001
IOR/V/24/3883,"Mysore. Medical Department: Annual medical and sanitary report, also reports on dispensaries, hospitals and special hospitals in Mysore, 1877-1880",1877-1880,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083815987.0x000001
IOR/V/24/3889,"North-West Frontier Province. Public Health Department: Public health and vaccination reports of the North-West Frontier Province, 1901-1921",1901-1921,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083812455.0x000001
IOR/V/24/4343,Public Health Department: Report on vaccination in the Punjab,1862-1876,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083898403.0x000001
IOR/V/24/4361,"Burma. Public Health Department: Report on vaccination in Burma, 1867/68-1871/72",1867-1872,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100075524149.0x000001
IOR/V/24/4488,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1903-04",1903-1904,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706518.0x000001
IOR/V/24/4489,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1904-05",1904-1905,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706566.0x000001
IOR/V/24/4490,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1905-06",1905-1906,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706614.0x000001
IOR/V/24/4491,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1906-07",1906-1907,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706663.0x000001
IOR/V/24/4492,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1907-08",1907-1908,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706712.0x000001
IOR/V/24/4493,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1908-09",1908-1909,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706755.0x000001
IOR/V/24/4494,"Calcutta. Corporation. Plague Department: Report on plague in Calcutta, 1909-10",1909-1910,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706773.0x000001
IOR/V/25/840/5,"Proceedings of the Bombay Sanitary Commission, 1866",1866,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086601779.0x000001
IOR/V/25/840/6,"Proceedings of the Bombay Sanitary Commission, 1867",1867,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079568986.0x000001
IOR/V/25/840/7,"Proceedings of the Bombay Sanitary Commissioner, 1868",1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569020.0x000001
IOR/V/25/840/8,"Proceedings of the Bombay Sanitary Commissioner, 1869",1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569129.0x000001
IOR/V/25/840/9,"Proceedings of the Bombay Sanitary Commissioner, 1870",1870,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569261.0x000001
IOR/V/25/840/1 0,"Proceedings of the Bombay Sanitary Commissioner, 1871",1871,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083812539.0x000001
IOR/V/25/840/2 6,Madras Sanitary Commission Proceedings: Vol 1 Apr 1864-Apr 1865; Vol 2 May 1865-Dec 1865,1864-1865,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072905133.0x000001
IOR/V/25/840/2 7,"Madras Sanitary Commission Proceedings, Vol 3 (1866)",1866,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072905626.0x000001
IOR/V/25/840/2 8,"Madras Sanitary Commissioner Proceedings, Vol 4 (1867)",1867,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072905874.0x000001
IOR/V/25/840/2 9,"Madras Sanitary Commissioner Proceedings, Vol 5 (1868)",1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072906227.0x000001
IOR/V/25/840/3 0,"Madras Sanitary Commissioner Proceedings, Vol 6 (1869)",1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072906864.0x000001
IOR/V/25/840/3 1,"Madras Sanitary Commissioner Proceedings, Vol 7 (1870)",1870,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100075514129.0x000001
IOR/V/25/840/3 2,"Madras Sanitary Commissioner Proceedings, Vol 8 (1871)",1871,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072907640.0x000001
IOR/V/25/840/3 3,"Madras Sanitary Commissioner Proceedings, Vol 9 (1872)",1872,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072908010.0x000001
IOR/V/25/840/3 4,"Madras Sanitary Commissioner Proceedings, Vol 10 (1873)",1873,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072908579.0x000001
IOR/V/25/840/3 5,"Madras Sanitary Commissioner Proceedings, Vol 11 (1874)",1874,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072909050.0x000001
IOR/V/25/840/4 1,"Madras Sanitary Commissioner Proceedings, Vol 17 (1880)",1880,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569419.0x000001
IOR/V/25/840/4 2,"Madras Sanitary Commissioner Proceedings, Vol 18 (1881)",1881,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569455.0x000001
IOR/V/25/840/4 3,"Madras Sanitary Commissioner Proceedings, Vol 19 (1882)",1882,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083898427.0x000001
IOR/V/25/840/4 4,"Madras Sanitary Commissioner Proceedings, Vol 20 (1883)",1883,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083816120.0x000001
IOR/V/25/840/4 5,"Madras Sanitary Commissioner Proceedings, Vol 21 (1884)",1884,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569474.0x000001
IOR/V/25/840/4 6,"Madras Sanitary Commissioner Proceedings, Vol 22 (1885)",1885,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569607.0x000001
IOR/V/26/840/6,"Canal Medical (Baker) Committee 1845- 47: Report and appendices (Agra, 1847- 48)",1847-1848,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569721.0x000001
IOR/V/26/840/8,"Calcutta Sanitation (Beverley) Commission 1884-85: Report and appendices (Calcutta, 1885)",1885,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569761.0x000001
IOR/V/26/850/1 1,"Bengal Mesmeric Surgical Operations (Atkinson) Committee 1846: Report on surgical operations by Dr J Esdaile upon patients under the influence of alleged mesmeric agency (Calcutta, 1846)",1846,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086601786.0x000001
IOR/V/26/857/1,"Bengal Smallpox (Lamb) Committee 1850: Report and appendix (Calcutta, 1850)",1850,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079569932.0x000001
IOR/V/27/60/91,"Henry Robert Woolbert, Medico- topographical account of Deoli (Allahabad: Pioneer Press, 1898)",1898,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792492.0x000001
IOR/V/27/60/11 3,"William Henry Neilson, A medico- topographical account of Bikanir [Bikaner] (Allahabad: Pioneer Press, 1898)",1898,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100084597358.0x000001
IOR/V/27/60/12 7,"T Holbein-Hendley, A medico- topographical account of Jeypore [Jaipur] (Calcutta: Calcutta Central Press, 1895)",1895,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792252.0x000001
IOR/V/27/60/12 9,"Patrick A Weir and James Crofts, A medico-topographical account of Kota [Kotah] and Jhalawar (Calcutta: Caledonian Steam Printing Works, 1900)",1900,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792322.0x000001
IOR/V/27/60/13 3,"Robert Shore, Medico-topographical account of Mewar (Calcutta, 1909)",1909,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792364.0x000001
IOR/V/27/60/15 2,"de Vere Condon, Medico-topographical account of the Shahpura Chiefship (Ajmer: Scottish Mission Industries, 1910)",1910,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792428.0x000001
IOR/V/27/60/15 3,"C M Goodbody, Medico-topographical report on Tonk State (Ajmer: Scottish Mission Industries, 1906)",1906,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792461.0x000001
IOR/V/27/62/21 9,6 publications on topography and medical topography,1837-1839,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792533.0x000001
IOR/V/27/66/13 8,Report on the medical topograph and statistics of the Centre Division of the Madras Army,1843,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792728.0x000001
IOR/V/27/66/13 9,Reports on the medical topography and statistics of (1) the Mysore Division of the Madras Army; (2) Malabar and Canara Provinces,1844,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083816206.0x000001
IOR/V/27/66/14 0,Report on the medical topography and statistics of the Presidency Division of the Madras Army,1842,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100083816264.0x000001
IOR/V/27/66/14 1,Report on the medical topography and statistics of the Southern Division of the Madras Army,1843,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792872.0x000001
IOR/V/27/830/1,"Report by civil medical officers on the nature, growth and mode of preparation of the various alimentary articles consumed as food by the industrial and labouring population in the several districts of Bengal, North-Western Provinces, Punjab, Oude…",1863,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706797.0x000001
IOR/V/27/830/3,"William Robert Cornish, Reports on the nature of the food of the inhabitants of the Madras Presidency and of the dietaries of prisoners in Zillah jails (Madras: United Scottish Press, 1863)",1863,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074706953.0x000001
IOR/V/27/840/1 0,"J A Jones, Manual of hygiene, sanitation and sanitary engineering with special references to Indian conditions (Madras, 1896)",1896,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707016.0x000001
IOR/V/27/840/1 4,"Bombay. Correspondence relating to a proposed enactment for the regulation of places used for the disposal of corpses in the town and island of Bombay (Bombay, 1855)",1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707144.0x000001
IOR/V/27/840/1 5,"Bombay. Correspondence relating to the prohibition of burials in the Back Bay sands and to Dr Leith's mortuary report for 1854 (Bombay, 1855)",1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707175.0x000001
IOR/V/27/840/1 6,"John Chesson, Second report on the hill- station of Panchgunny, near Mahableshwur(Bombay, 1862)",1862,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707194.0x000001
IOR/V/27/840/1 8,"Burma. Home Department, Sanitary state of the town of Rangoon (Rangoon Times Press, 1868)",1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707214.0x000001
IOR/V/27/840/2 2,Reports on the sanitary state and prospects at Trimulgherry,1866-1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707233.0x000001
IOR/V/27/840/2 3,"Robert S Ellis, Report on the stations of Ootacamund and Coonoor (Madras: Adelphi Press, 1865)",1865,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570027.0x000001
IOR/V/27/840/2 4,"Robert S Ellis, Reports upon the military and civil stations of Bellary and upon the mountain sanitarium of Ramandroog, (1867)",1867,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707289.0x000001
IOR/V/27/840/2 5,"J L Ranking, Report upon the military and civil station of Trichinopoly (Madras: Adelphi Press, 1867)",1867,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707338.0x000001
IOR/V/27/840/2 6,"J L Ranking, Report upon the sanitary condition of Ootacamund (Neilgherry Hills) for 1868 (Madras: Adelphi Press, 1868)",1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707399.0x000001
IOR/V/27/840/2 7,"J L Ranking, Report on civil sanitation in the Presidency of Madras (Madras, 1869)",1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707424.0x000001
IOR/V/27/842/6,"Correspondence on the subject of the drainage of Bombay (Bombay: Education Society's Press, Byculla, 1863)",1863,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707446.0x000001
IOR/V/27/852/1,"Bengal. Medical Board, Records of cases treated in the Mesmeric Hospital from November 1846 to May 1847, with reports of the official visitors (Calcutta: Military Orphan Press, 1847)",1847,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570068.0x000001
IOR/V/27/852/2,"Bengal. Medical Board, Records of cases treated in the Mesmeric Hospital from June - December 1847, with reports of the official visitors (Calcutta: Military Orphan Press, 1848)",1848,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570118.0x000001
IOR/V/27/852/1 2,"J L Ranking, Report upon the Lying-in Hospital and Dispensary for Women and Children, Madras (Madras, 1868)",1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570205.0x000001
IOR/V/27/853/2,"India. Sanitary Department, Report on the cholera epidemic of 1867 in Northern India (Calcutta, 1868)",1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072909328.0x000001
IOR/V/27/853/1 1,"India. Army. Quartermaster General's Department Reports of cholera, Allahabad 1875/80, 1882-1892: Peshwar 1877/80, 1887, 1891-92 Presidency District, General report to 1876, 1877/80-1881/82, 1885-1892-93, Punjab Frontier Force 1865/85, 1887-92,…",1877-1894,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100082792935.0x000001
IOR/V/27/853/1 5,"India. Army, Quarter Master General's Department, Summary of annual cholera statistics and reports on sites suitable for sanitary camps in the Punjab Frontier Force, also maps and sketches showing the positions of the camps (Simla, 1897)",1897,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072909441.0x000001
IOR/V/27/853/1 8,"James L Bryden, Epidemic cholera in the Bengal Presidency: note on the epidemic connection of the cholera of Madras and Bombay with the cholera epidemics of the Bengal Presidency (Calcutta, 1871)",1871,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102123.0x000001
IOR/V/27/853/2 1,"S C Townsend, Memorandum on the precautions to be taken against cholera (09 March 1869)",1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102128.0x000001
IOR/V/27/853/2 2,"S C Townsend, Report on the epidemic cholera of 1875, 1876 in the Central Provinces (Nagpur, 1878)",1878,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102133.0x000001
IOR/V/27/854/3,Leprosy reports (5 reports),1874-1887,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570254.0x000001
IOR/V/27/854/4,"India. Home, Revenue, and Agriculture Department Reports on leprosy across the presidencies, 1876-78",1876-1878,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570441.0x000001
IOR/V/27/856/1,"E H Hankin, Investigations on plague",1897,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707480.0x000001
IOR/V/27/856/6 B,"Bengal. Municipal Department, The Bengal plague manual (Calcutta, 1903)",1903,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102153.0x000001
IOR/V/27/856/7,"Report on the outbreak of bubonic plague in Bombay, 1896-97",1897,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707503.0x000001
IOR/V/27/856/1 3,"James A Lowson, Report on the epidemic of plague [in Bombay] from 22 February to 16 July 1897",1897,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707607.0x000001
IOR/V/27/856/1 8,"W F Brayne, Report on Prome plague drive (Rangoon, 1910)",1910,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100072909514.0x000001
IOR/V/27/856/2 2,"Burma. General Department, The Burma plague manual, 1st edition (Rangoon, 1901)",1901,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102162.0x000001
IOR/V/27/856/2 7,"Burma. General Department, Precautions against the importation into, and the spread of plague in, municipalities, notified areas and cantonments (Rangoon, 1906)",1906,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707648.0x000001
IOR/V/27/856/2 9,"G Hutcheson, Report on plague and plague operations in the Central Provinces from September 1896 to 31 March 1899, (Nagpur, 1899)",1899,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707665.0x000001
IOR/V/27/856/3 0,"J P Bedford, Report on the plague administration of the Madras Presidency: Report. (Madras, 1905)",1905,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707710.0x000001
IOR/V/27/856/3 1,"J P Bedford, Report on the plague administration of the Madras Presidency: Appendices. (Madras, 1905)",1905,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707768.0x000001
IOR/V/27/856/4 7,"W G King, The plague inspector's manual, (Madras, 1907)",1907,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707863.0x000001
IOR/V/27/856/4 8,"Madras. Medical Department, Sanitary rules for the prevention of plague, (Madras, 1902)",1902,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707894.0x000001
IOR/V/27/856/5 0,"W G King, Sanitary rules for the prevention of plague on inward and outward bound vessels, (Madras, 1903)",1903,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707915.0x000001
IOR/V/27/856/5 3,"P R Cadwell, Report on the outbreak of plague in the Civil and Military Station, Bangalore 1898-99, (Bangalore: Paragon Press, 1899)",1899,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707931.0x000001
IOR/V/27/856/5 8,"Punjab. Plague Department, Punjab plague hand-book, 1905 (Lahore, 1905)",1905,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102170.0x000001
IOR/V/27/856/5 9,"Punjab. Plague Department, Punjab plague manual (Lahore, 1909)",1909,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076099184.0x000001
IOR/V/27/857/2,"Duncan Stewart, Report on Small-pox in Calcutta, 1833-34 - 1837-38 - 1843-44, and Vaccination in Bengal, from 1827 to 1844 (Calcutta: Bengal Military Orphan Press, 1844)",1844,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100074707972.0x000001
IOR/V/27/859/5,"John Maitland, Elephantiasis and allied disorders (Madras, 1891)",1891,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079570537.0x000001
Kings MS 5,Biblia Pauperum,c 1395-1400,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165170777.0x000001
Kings MS 9,"Book of Hours, Use of Sarum (''Anne Boleyn''s Book of Hours'')",c 1500,English; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165170795.0x000001
Kings MS 24,"P. Vergilius Maro, Opera ('the King's Virgil')",1483-1485,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165170629.0x000001
Lansdowne MS 204,"John Hardyng, Chronicle (first version)",1440-1450,"English, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100140586197.0x000001
Lansdowne MS 420,Psalter,1220s,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059470505.0x000001
Lansdowne MS 441,"Indenture between Margaret Beaufort, Countess of Richmond, and John Islip, Abbot of Westminster Abbey, concerning the foundation and support for her chantry",2 Mar 1506,English; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100181688617.0x000001
Lansdowne MS 453,Bible,1st quarter of the 12th century -3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059471174.0x000001
Lansdowne Roll 9,"Genealogical roll of Helena Snakenborg, Marchioness of Northampton",c 1640,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100179707355.0x000001
LFC Ch I 26,"Quitclaim by Agnes, widow of Robert of Sandcroft, knight, to her son Robert of Sandcroft",1301,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171514.0x000001
LFC Ch III 8,"Lease by Margaret, abbess of the Abbey of St Mary de la Pré outside Northampton, to William Landwath of Walda",1329,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171533.0x000001
LFC Ch III 15,"Quitclaim by Matilda, daughter of John son of Robert of Rainburgh, to Thomas Clarel, Peter of Ousedale and Robert Clarel",1338,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171526.0x000001
LFC Ch IV 2,"Grant by Rowney Priory to William Dolphin and Ralph Tailor of Hertford, of two acres of land",2nd quarter of 13th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171538.0x000001
LFC Ch V 4,"Confirmation by Margaret de Lacy, countess of Lincoln and Pembroke, widow, to John the chaplain",1245-1247,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171555.0x000001
LFC Ch V 5,"Memorandum of a grant by Richard de Cormeliis and his wife Beatrice to Monmouth Priory, of the tithes of Norton",Mid 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171560.0x000001
LFC Ch V 11,"Grant by Milletencia, widow of John Canaper the baker of Harwardstock, to John Gurel and his wife Rose",1316,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171543.0x000001
LFC Ch V 15,"Quitclaim by Muriel, daughter of William Lolle of Murlingham, to Beatrice, prioress of Flixton, of land in Flixton",c 1263,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171549.0x000001
LFC Ch VII 3,"Grant by Renaud and Ida, count and countess of Boulogne, to Christ Church Cathedral Priory, Canterbury",1190-1214,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171566.0x000001
LFC Ch XI 31,"Lease by Elizabeth I to Hugh Rabone, of a croft",1582,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171573.0x000001
LFC Ch XIV 25,Chirograph of an agreement between Syon Abbey and Spalding Priory,1490,"English, Middle",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171579.0x000001
LFC Ch XIX 12,"Grant by Agnes, once the wife of Fulk the smith of Tonge, to William her son and his wife Petronilla",1395,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171586.0x000001
LFC Ch XXI 5,Writ of King Edward the Confessor (1003×5–1066) to Archbishop Stigand of Canterbury (d. 1072) and the community at Christ Church,1052-1066,"English, Old",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171591.0x000001
LFC Ch XXV 20,"Grant by Idonia of Hurst to Robertsbridge Abbey of all her lands, villeins and rents in Broomhill",4th quarter of 12th century to 1st quarter of 13th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100172079107.0x000001
